name,chi2,chi2_reduced,n_points,max_radius_kpc,max_velocity,rms_residual,max_residual,ML_disk,ML_bulge,gas_factor,h_scale,has_bulge,v_model,v_newton,success
NGC2998,82.4308872384497,6.340837479880746,13,42.28,214.0,14.609647422077424,22.272941713154665,0.5472644502967916,0.7,1.2783465738267288,286.8269487284889,False,"[95.18388946259587, 130.40031003113148, 167.54175226349233, 182.40648366248232, 199.27047156564024, 205.55268101752583, 192.04538765002852, 189.72705828684533, 192.2029523744622, 194.90980892061867, 196.531331625152, 197.23269730735402, 197.2573254203935]","[95.45272525372232, 131.17782441585558, 168.85817284840937, 184.08364469052395, 201.45088965080106, 208.86295486938866, 186.3805870517103, 163.82440482447387, 145.98704906440375, 132.31624625543245, 121.24572271720731, 111.69620145633424, 103.56030429140282]",True
UGC00731,793.2668235057754,66.10556862548128,12,10.91,74.0,17.296909532488872,22.065500777284676,1.0,0.7,1.3682222222222196,100.0,False,"[27.981265789584505, 33.05918815327215, 39.13019935608879, 43.266423962986764, 46.219324367150016, 48.19783832344138, 49.60707663310278, 50.95738575274883, 51.64981177840994, 51.934499222715324, 52.134147798220866, 52.16191990213281]","[14.11818098471065, 13.666353902059825, 15.54227068103563, 16.404811181254473, 16.697814581944066, 16.550335474135064, 16.196388180129652, 15.814665313938319, 15.318172351316079, 14.700813605155718, 14.123943570163405, 13.536493424841291]",True
F583-4,46.36974267373847,3.864145222811539,12,7.29,69.9,3.973930623401068,6.7806411461446,0.3865335391559022,0.7,1.376995604113835,316.51962600357007,False,"[17.430480541378042, 31.4806411461446, 40.43979991925991, 47.12788699378276, 57.67491999839968, 58.95473396099576, 60.58634433832637, 60.69445694073346, 62.04055870996248, 62.383481918508124, 63.16082952091031, 63.44243526943241]","[11.813381924251793, 20.548479879883555, 25.659303004705972, 28.290820684777565, 28.866383856163015, 28.497088881425547, 27.90825254663668, 27.857637821865705, 26.934342158341092, 26.600902615461067, 25.82816331340415, 24.98652737065077]",True
UGC06614,3812.581982698326,293.2755371306405,13,64.59,205.0,98.74818545781547,167.68995803323298,0.3,0.3,1.25,476.4668306708336,True,"[184.4183502842532, 222.84248832862582, 234.76338125281404, 241.30134241133402, 247.18731649523602, 253.11035906644597, 263.3902920223392, 292.6082594470834, 296.1230222554998, 316.3485155939616, 320.40270209788054, 341.5333998694932, 371.689958033233]","[186.5261341644569, 226.36996157956077, 238.3424387927729, 244.8519594882022, 250.6633101220065, 256.4471581766955, 266.2139710365268, 290.4210692962141, 292.8872630587216, 305.19190189878873, 307.31725298989255, 316.8026229018608, 326.67852314495684]",True
NGC0024,598.9671968838277,20.654041271856126,29,11.27,110.0,12.022550766664096,27.189812090796778,1.0,0.7,1.3682222222222196,100.0,False,"[44.58981209079678, 38.78405467515633, 49.41044059203199, 56.34670705847892, 61.09699387023929, 65.04147241491933, 68.89334936017582, 72.2402217753061, 75.07612220273491, 77.2814870995152, 79.40101847299277, 81.12435585352817, 82.6195019662385, 83.9642134055591, 84.99398524450352, 85.69234618875552, 86.25051414927918, 86.63298880097796, 86.90076531547837, 87.10516339819559, 87.30871015418144, 87.46436371680058, 87.59726283868393, 87.73590344748149, 87.87794734484842, 97.43251608881073, 98.50594028708858, 99.067955993952, 99.32041652831626]","[45.16020084773343, 39.29039779008761, 50.213204269316044, 57.2716317836378, 62.098090405870394, 66.10087550442707, 70.00451766699929, 73.3875769787882, 76.23960055851987, 78.44056561807179, 80.5345914705775, 82.21699542261908, 83.64884158377603, 84.88929719243362, 85.7692936374804, 86.28617492794399, 86.59035773748342, 86.65744694799675, 86.54892649098353, 86.36493057535084, 86.09309781385605, 85.76918940643166, 85.37738805076557, 84.89195493503895, 84.36590161004312, 64.82702318938398, 59.069529657316046, 54.35636003771653, 50.62000063790358]",True
DDO168,121.6059068418441,12.16059068418441,10,4.12,55.0,6.974407697915117,9.342333071626669,1.0,0.7,1.3682222222222196,100.0,False,"[22.638056085329108, 28.82507631227035, 34.965974544046674, 38.525929867916446, 41.132378293334895, 42.98047026433333, 44.39459689002057, 45.45766692837333, 46.176742669425224, 46.42004969919245]","[14.375713079011973, 16.037694964089678, 19.133539034615843, 20.026105393257698, 20.200110923258972, 20.007204002776287, 19.622948836403996, 19.168758585316, 18.58461156723386, 17.759392609095215]",True
UGC05750,265.7225947744149,24.15659952494681,11,22.85,78.9,10.128497869068564,17.477641081033592,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[16.228126560955765, 33.17764108103359, 42.04735625544042, 46.82541824939762, 50.194871796137676, 53.34134566085709, 59.771098630743325, 63.217216631748144, 66.27789069785614, 67.94903405646652, 68.44113313482538]","[8.127513802808615, 15.45467440369573, 18.881493524246082, 20.2317568428371, 20.9777859936682, 21.78124549648352, 23.29174021099531, 23.824151568420902, 23.845443948383508, 22.687090500662283, 16.10284810823715]",True
UGC05005,379.6624573280041,34.51476884800037,11,28.61,100.0,14.6210116186605,20.503557415040646,0.41991928680159457,0.7,1.3601599483811566,310.56386328373077,False,"[32.04030192831306, 48.65350830985777, 60.282556575939786, 67.412400774027, 71.73930037763965, 74.49061042513632, 76.27701554338333, 79.91234876041405, 79.68089377527342, 79.49644258495935, 78.73279735683703]","[21.040754227561585, 27.0426230471061, 31.83463809966094, 33.32728102603352, 32.96697166239711, 31.93219764422422, 30.622416376888744, 24.75512756241847, 22.72937752279209, 21.787261296783036, 19.044249010291672]",True
NGC3893,256.69513646756303,25.669513646756304,10,19.05,194.0,25.06233025888794,51.632340735096705,0.8599098251504754,0.7,1.2975487759987474,176.66660517168026,False,"[196.6323407350967, 172.79086476195266, 176.33362012220508, 167.83684102307527, 161.3638237011475, 159.2560759382508, 159.3033194790998, 160.1434347048434, 160.9846217633389, 161.59216631814274]","[197.41837926121744, 175.22366081593435, 179.2329742130479, 168.891253980143, 156.65397006632492, 144.87902071900857, 133.21347036116202, 122.94702832644828, 115.09865551308435, 108.98071181798075]",True
UGC12732,170.33207005271828,10.645754378294892,16,15.4,98.0,8.918731192291258,20.761009312009918,1.0,0.7,1.3682222222222196,100.0,False,"[41.31704127552063, 50.621858076284695, 60.280475226307146, 66.09413261219325, 69.84941476695049, 72.61644621109622, 74.62529491495836, 75.81408180607, 76.5001365941498, 76.95326246909875, 77.2246054073864, 77.35010958198978, 77.39805679392691, 77.38734813898233, 77.33701408160502, 77.23899068799008]","[32.932782369489374, 33.5488831162706, 38.512459831870515, 39.517096635226295, 38.937177928081766, 38.00465439417188, 36.83958436200821, 35.304583686156185, 33.686555638321835, 32.18461373146651, 30.724339096951432, 29.50942348422295, 28.266778583301186, 27.24185763866735, 26.199256422760097, 25.23378376651627]",True
UGC06818,260.792312039947,32.59903900499337,8,6.98,74.4,11.744933127529556,15.522150784579615,0.39293243420562507,0.7,1.377151651535701,316.8111480113805,False,"[36.066971002436375, 43.522150784579615, 50.833905050713184, 55.00138708621876, 57.56871746097837, 59.09629206417695, 59.86020493998129, 60.24482627256699]","[25.754686699640366, 25.311735033123448, 27.886493755465896, 27.82576523481346, 27.010321970767546, 25.79064020710953, 24.356399382428474, 22.976902394652615]",True
IC4202,4502.366415016589,140.6989504692684,32,25.9,250.0,31.65794093618233,108.84205782335118,0.3,0.3,1.25,100.0,True,"[143.94205782335118, 150.8907821819383, 176.3329965308326, 191.55648038250374, 203.74149826087768, 212.52434149597985, 219.37513212081805, 225.18681543768056, 230.84947172838673, 235.84236399319795, 240.309626716389, 244.0237545134655, 247.1147028016921, 249.65925339130763, 251.78378339840592, 253.420131439826, 255.29586340151212, 256.82858331884415, 257.7479254603652, 258.48146951520096, 259.90480415112285, 261.30652781432167, 262.35305313912284, 263.75485668507616, 265.1387343717402, 266.8903905562865, 269.00517078029253, 271.4992007093261, 273.1265169696709, 274.22023488289125, 276.98373454418123, 278.6601285280035]","[144.36250533365606, 152.06008746254335, 177.86283398660504, 193.4859423400199, 206.07520866416823, 215.21985544200567, 222.3969627123708, 228.49458116225048, 234.4094801736266, 239.60056153080458, 244.22486487422012, 248.04309496562686, 251.1808726868146, 253.70924869188497, 255.75215336560385, 257.25974004222576, 258.89267531891903, 260.13870233725146, 260.84631035724567, 261.38970697140286, 262.3913022336735, 263.31203936180486, 263.9587103163697, 264.7744474731478, 265.528460352165, 266.41946732025514, 267.41554278456226, 268.4988750305387, 269.1625822007069, 269.5927721792588, 270.63215267389336, 271.23478344638164]",True
UGC00128,178.40864386801414,8.10948381218246,22,53.75,134.0,8.118336578644074,20.860065906775766,1.0,0.7,1.3682222222222196,100.0,False,"[54.96006590677577, 77.22272624579202, 91.78884740972501, 101.21202272729585, 108.31271492687446, 113.82030097002064, 117.5256684662349, 119.81304658241653, 121.29428856251164, 122.12404599268783, 122.5855658840233, 122.82182199243249, 122.86119421887864, 122.77022975013014, 122.58632810222426, 122.32216139562222, 122.55921662024737, 122.1697378403855, 121.76981352902634, 121.36239067038014, 120.95727686724885, 120.55245216630914]","[50.67004866923969, 57.400687571661045, 61.229958611659406, 61.580654280657065, 61.33560409793316, 60.62657491012865, 58.94245912687217, 56.586677573351245, 53.99542743257212, 51.530704098752466, 49.200548617187756, 47.05265940258995, 45.05838848979969, 43.20737335540418, 41.498477320405115, 39.85747443821343, 38.40393901193532, 37.05967827249459, 35.817397187938106, 34.657982974284586, 33.58041948520989, 32.574239071289426]",True
D631-7,423.90393571175184,26.49399598198449,16,7.19,58.5,10.29446375135383,16.617317164347376,1.0,0.7,1.3682222222222196,100.0,False,"[25.027317164347377, 32.117250581748394, 38.963193161654786, 42.47598242259342, 44.13874193914382, 45.05814769270463, 45.59461405583681, 45.9056720439901, 46.08886769895923, 46.16766338313398, 46.18841267152665, 46.17447624805633, 46.34466811612706, 46.268334306005386, 46.190739712599445, 46.11105060249031]","[17.0501177864751, 19.293448115993893, 23.12649581680648, 23.47674586559896, 22.353685331772393, 21.082704657354927, 19.825110427622004, 18.687870544452142, 17.68258078280793, 16.776664971114446, 15.969301339935843, 15.24958284620549, 14.605100353779305, 14.026645566225461, 13.504897810570446, 13.030377738076107]",True
F568-V1,618.9133059926751,41.26088706617834,15,17.63,118.0,19.903432751070515,26.879235305683352,1.0,0.7,1.3682222222222196,100.0,False,"[32.49009534556822, 49.73446616994248, 60.53712690498326, 67.84694136497956, 73.87390569716464, 78.60194357442776, 82.26697650044005, 85.12076469431665, 86.8065009401466, 89.61565021256462, 91.23593895888517, 92.46713120959647, 93.34581378664987, 95.06851641527915, 96.28742377431874]","[30.951425914950928, 43.309170572267924, 49.827057872135406, 52.22644800047153, 53.91628832524183, 54.67796485742079, 54.38645219390369, 53.61622690446428, 53.04611237850813, 51.844584084182394, 50.78055304245033, 49.47635364513946, 48.24904990877686, 44.877997345255714, 36.94535610366468]",True
UGC06667,459.2022320663329,51.02247022959254,9,7.85,85.7,16.81512282565807,21.285635332152943,1.0,0.7,1.3682222222222196,100.0,False,"[28.775905595765366, 36.80654060088377, 45.35421304832752, 51.4310773343887, 56.014364667847055, 59.767888406960715, 62.95833602416606, 65.71702482619484, 68.12696946125331]","[15.414294304184557, 17.52931136002687, 21.751285705332347, 24.083113921294576, 25.481261153316574, 26.412792748806673, 27.069519839320357, 27.530827137866922, 27.84268185462561]",True
UGC05918,6.580526096449326,0.8225657620561657,8,4.46,44.5,1.8139082248627307,4.8670905202445205,0.6307385347559971,0.7,1.2803886053716629,247.7509344501336,False,"[21.76709052024452, 27.196992016355072, 33.078109597892286, 36.8456724971713, 39.26005411474638, 40.908773495395586, 42.44976191703165, 43.152119957698865]","[10.875840993491696, 11.868170828985521, 14.30009571166751, 15.29988944966158, 15.46748450272775, 15.297295436859983, 15.207077334048892, 14.658257232754618]",True
UGC02487,1602.684143244762,94.27553783792717,17,80.38,383.0,106.4582599860487,277.6683396126897,1.0,0.9,1.25,339.7085666656494,True,"[347.8356511311001, 99.33166038731031, 130.79600006516478, 273.7137695386138, 322.994971366207, 346.0057909297918, 358.8045708010365, 367.20460925939574, 374.124549589732, 380.69501431241633, 387.1855120795194, 393.7035101866407, 400.2602247264425, 406.8194670618929, 413.34793649203687, 419.82721887743645, 426.24276413363384]","[351.1748971465312, 54.21374989366952, 99.6562913433353, 277.67742030233825, 327.9320237244458, 350.65997658446247, 362.16755072857114, 368.22914012578224, 371.91730717708134, 374.553268770034, 376.5465881731178, 378.1760152653654, 379.55969602815543, 380.7310213464073, 381.75916328491854, 382.66863190396106, 383.47311465634414]",True
UGC05999,149.13407571308431,29.826815142616862,5,16.22,100.0,13.23173038362283,17.991870927177374,1.0,0.7,1.3682222222222196,100.0,False,"[64.19187092717738, 72.85237366262388, 81.56323235126546, 84.74655777459253, 85.06669062596703]","[39.3685313879103, 34.3442038321063, 34.76169515647047, 32.224835896319334, 29.917370311899383]",True
F568-1,729.7782615908599,60.81485513257166,12,13.23,142.0,26.974448572783054,36.60875728971848,1.0,0.7,1.3682222222222196,100.0,False,"[34.3826865969969, 52.05320609055277, 64.24180445960134, 71.92600174313957, 77.61295711392269, 82.3812630143582, 85.61307623000233, 93.28317465461475, 96.1242900642405, 98.40711939613, 100.37730514118576, 105.39124271028152]","[32.694554071839825, 44.876477882846196, 52.8218733521048, 55.359278241252305, 56.04974576414892, 56.39530543831094, 56.48113441909179, 56.5692908054811, 56.39498725276537, 55.89865869255876, 55.21901260427514, 52.421569309559054]",True
NGC2976,688.5659463127473,25.50244245602768,27,2.27,88.7,11.254204354233508,21.167736016694406,0.41172427267321016,0.7,1.359424045123078,313.7434982725834,False,"[20.21763260374423, 20.641797515075428, 27.090313178751565, 31.643767690284488, 35.232438976768975, 38.280495955673, 40.998722414590965, 43.46005130761098, 45.68887375851734, 47.729836919573586, 49.62046488952274, 51.391114182726334, 53.1013682291113, 54.792853596245614, 56.404345282731946, 57.68377118764066, 59.11219171745655, 60.64660449695657, 61.68790014323149, 62.78195575489668, 63.75640137691984, 64.60193044003093, 65.30789724754838, 66.13117012450465, 66.98682073075813, 67.5322639833056, 68.1203195436623]","[20.22354822528163, 19.25441668052655, 26.458611235938527, 31.16672391945057, 34.75490131912435, 37.745659713411655, 40.384837264797575, 42.750541711338116, 44.86314511948083, 46.770980865819666, 48.51551824944852, 50.13086111704677, 51.691359626174304, 53.250088526330416, 54.72404211284968, 55.866690228528945, 57.129484962501, 58.45918121994445, 59.31865384541283, 60.16501914135043, 60.85292391198017, 61.36390077244904, 61.67605236323016, 61.73883249752923, 60.921613212921756, 59.75442421164876, 58.60988670987142]",True
NGC3917,375.31529829359124,22.077370487858307,17,14.86,138.0,12.3120796632338,28.980202507739296,0.6647583869178342,0.7,1.270625797116018,240.5747769734951,False,"[53.2802025077393, 64.80015681127449, 80.70194989391113, 91.78940152337034, 100.24776934629676, 107.05400092075898, 112.36893040846785, 116.4350268303876, 119.6398868478707, 122.28129553499596, 124.467048845812, 126.22842728677531, 127.63531125436567, 128.68347378563143, 129.54390781968326, 130.0675213719869, 130.46539323609412]","[52.55006309051696, 59.71512696601713, 75.17593653502077, 84.51494318573789, 90.79674358496116, 95.01370750384243, 97.1932165326762, 97.58238251703006, 96.78541859162841, 95.33586959965855, 93.396171551549, 91.18505086751243, 88.72629785206799, 86.27582650022144, 83.50229715956132, 81.03836081086742, 78.34308904226432]",True
F571-V1,117.34154572438861,16.763077960626944,7,13.59,84.3,8.650504012168886,18.99142971792186,1.0,0.7,1.3682222222222196,100.0,False,"[50.99142971792186, 60.46673639591019, 69.41271746615529, 73.4941214770273, 75.84918855992315, 77.07141858223585, 77.27149476281227]","[33.77266317590544, 32.19654129645837, 34.21184546498749, 32.81023370500643, 31.016769406780607, 29.075194542472016, 26.95832901838365]",True
NGC3972,234.90540703605276,23.490540703605276,10,8.72,134.0,13.294036953920255,24.937415560304196,0.7625909442691969,0.7,1.2896818066801803,214.23831650575727,False,"[64.5374155603042, 71.01784556669537, 86.4995424843004, 95.73699334644172, 102.13340025948769, 107.89125147571806, 111.96018484210512, 114.34814044348002, 116.01765061490784, 117.38632074639095]","[65.4134387167821, 68.68689414680695, 83.4738058069987, 90.43247654775256, 93.76739044124889, 96.38639008151641, 96.49844927425917, 93.94673815551324, 90.44922705985263, 86.8999056452746]",True
NGC0801,408.0944171678671,31.391878243682086,13,59.82,238.0,27.380157627185113,60.01472601744834,0.3911612592276004,0.7,1.3784832315454723,313.1339886432282,False,"[183.01472601744834, 129.76838733154898, 166.1337574284841, 196.7760657347304, 206.85156155792438, 196.91134555686338, 195.06489828750355, 201.87611417673813, 208.20764086321583, 211.34089921014308, 212.37414729704082, 212.3160277241371, 211.61225747312633]","[183.49650633340858, 131.2102547200376, 167.4512521407355, 198.32120223882268, 208.8432661927828, 196.7154401814473, 172.0443582726105, 153.99537373080756, 140.29161014939845, 127.43416336006544, 116.12580940442244, 106.57178304203327, 98.55457367475297]",True
NGC6946,927.1915242462319,15.986060762866067,58,20.4,181.0,18.61581682417847,41.2234785553229,0.3,0.40185481839403997,1.25,544.1508176087287,True,"[111.7765214446771, 127.38557638980761, 138.41680387689485, 143.34895599089026, 148.86772470823908, 153.04057040309613, 156.8985010933485, 159.98070741627936, 161.64213031954722, 163.3347443893038, 164.5133983914432, 165.51670995514928, 166.23977476305438, 167.10351568223544, 167.8745569052009, 168.47925253927585, 168.64964566422725, 168.55353836521638, 168.56140323491132, 168.63711674873173, 168.6161185763023, 168.57104663281237, 168.5554909669337, 168.65797672819733, 168.91630397565575, 169.30177447840848, 169.62545777922702, 170.09588990795288, 170.62088334118292, 171.21603717368947, 171.68746309669746, 172.34953462370422, 173.07162463288952, 173.81139940156135, 174.60494579423124, 175.2091247567877, 176.0302112964289, 176.89733023055737, 177.76164007768634, 178.64292958184467, 179.31971479930212, 180.24998339650605, 181.1666217452406, 182.11717180411068, 182.82248294612074, 183.75970599260356, 184.7272087532516, 185.67280856445717, 186.62073436341316, 187.3646501177388, 188.3143014412631, 189.26384087527092, 190.2381511999095, 190.95508292129153, 191.9008015550587, 192.86954964495916, 193.8080377953694, 194.76699956834793]","[111.84386508317169, 127.71411613825842, 139.051556955156, 144.22890415641652, 150.0650061514839, 154.54602694221563, 158.6935291552342, 162.03225005937693, 163.8712966150269, 165.7716027220082, 167.10675551092277, 168.21555400025, 168.9786997760979, 169.8439315961074, 170.55216052706507, 171.02759469076975, 170.9770679144422, 170.6443383903459, 170.26173795136162, 169.87715035550443, 169.28009470074156, 168.74419221933294, 168.00572769239724, 167.29562762241892, 166.71516227289536, 166.1936352384678, 165.81525420388627, 165.3169730063389, 164.83482195836757, 164.36305517139223, 164.03051072132638, 163.61118422277258, 163.20466748871337, 162.83237444435267, 162.47446399743188, 162.22622317219836, 161.9182781159784, 161.6253148379662, 161.3617937619813, 161.11889951453298, 160.94844627200865, 160.73497363706656, 160.5456577732072, 160.36927121540936, 160.25050630570448, 160.10753295511145, 159.976591724677, 159.86371678746107, 159.76432118067987, 159.69526143668548, 159.6178783076647, 159.55192147998443, 159.49528815332454, 159.46033139132538, 159.42257702081082, 159.39307358001477, 159.36956218169962, 159.35092385659763]",True
F563-V2,576.3925061605355,57.63925061605355,10,10.47,118.0,23.891085312707066,34.292542064437455,1.0,0.7,1.3682222222222196,100.0,False,"[24.424418977326102, 41.43557724440962, 53.439277510769806, 61.63330819533732, 64.8575627147472, 79.70745793556254, 87.53320028445185, 88.58785194456253, 89.90971862270314, 90.10546391147626]","[21.428656592903604, 35.02008106836709, 44.95474268375819, 50.325252242443284, 51.90021202705296, 52.826208430778536, 47.569249495615225, 45.95879148545779, 43.306045150681825, 42.81488585201387]",True
UGC02953,2249.6792598509646,19.562428346530126,115,62.39,319.0,34.548821706476474,92.02948679213699,0.3,0.3,1.25,600.0,True,"[323.029486792137, 156.60690281692155, 200.79089631150958, 220.75682817492586, 234.57046093420556, 243.23527880285215, 250.63632393805474, 256.33642987895354, 260.3840291858116, 264.11049770783296, 267.2626423631863, 269.72424384387324, 271.8842287399306, 273.94147271142646, 275.61771346996426, 276.9544453768823, 277.90073366957273, 278.74106025587406, 279.3333603998226, 279.87125073731715, 280.2638223257781, 280.63758405863643, 280.95858472247915, 281.24708828363015, 281.49019642467084, 281.7290813985803, 282.0000043937468, 282.2494960678332, 282.5486527352947, 282.8759612753603, 283.2329667988638, 283.5717817580227, 283.9288843591332, 284.3422546166093, 284.70462455064575, 285.090063804162, 285.44227915429946, 285.7593795192952, 286.01160782502166, 286.23298115085737, 287.42601651560557, 287.4785538025859, 287.5262699750056, 287.5626312291016, 287.6202770436564, 287.57052925333005, 287.55225883816036, 287.5213868521595, 287.48178373412895, 287.43893288586423, 287.3829783131667, 287.31990911691844, 287.1189207029935, 286.9421677421187, 286.84917133412006, 286.75661260706505, 286.665948101821, 286.588107040066, 286.513976855531, 286.43634850884126, 286.36306855757675, 286.2966159055048, 286.21588852347514, 286.12727263106126, 285.9569560434388, 285.69089868153384, 285.5628721168109, 284.72365902187744, 284.5837755492258, 284.46470195175226, 284.33382142564346, 284.20275838706897, 284.1151293731826, 282.2952823205849, 280.59897419672916, 279.196118298612, 277.9370220972904, 276.7168504765819, 275.6534479515616, 274.9615681477363, 274.7147383961787, 274.84701113975586, 275.28538563218234, 276.00844308675954, 276.96793119430885, 278.13564115621546, 279.4814687503164, 280.9774652958967, 282.61327971229764, 284.3406122145872, 286.15375117483813, 288.03691441999314, 289.7968110845754, 291.7944662806748, 293.8114208494196, 295.8556777754465, 297.9200651732192, 299.9978745662156, 302.10156347761813, 304.19207373997114, 306.2826055005659, 308.3699999646165, 310.45193101276715, 312.543183561657, 314.6071255606401, 316.659674228275, 318.69947131583945, 320.72527389881475, 322.7531235236223, 324.74867416924656, 326.7280267775292, 328.6907534037893, 332.5803401780305, 336.38343734411836, 340.11573315610644]","[323.0302640797594, 156.62854867254563, 200.81508414472242, 220.78772050546723, 234.61117854525503, 243.28611055094598, 250.69987555718401, 256.4140870763575, 260.4753649322106, 264.21845799434067, 267.3883918751957, 269.8666995960028, 272.04426740649984, 274.1224480968672, 275.82094546217564, 277.1813055314065, 278.1497569861852, 279.01630940759367, 279.63302468903106, 280.1995542112828, 280.6185698819098, 281.02311914832063, 281.3759450198576, 281.69722919849863, 281.9702066562774, 282.2395923258273, 282.5455196284188, 282.82667676047595, 283.1619902047272, 283.5259235787593, 283.9199564837541, 284.2919978478538, 284.6825957195443, 285.1339940227364, 285.53054846310215, 285.95496999870784, 286.34678555039335, 286.7041178499009, 286.9926407842475, 287.2508358432826, 288.82470442456446, 288.9181550798292, 289.01223310594924, 289.095289948029, 289.326537658927, 289.517698868203, 289.53718282953736, 289.5549705118619, 289.56415176254785, 289.5647615306331, 289.5577836161551, 289.5437494179977, 289.47365388259703, 289.3949739171041, 289.35088002339774, 289.30705947548716, 289.2649287752672, 289.23002509958684, 289.19861032133275, 289.16873567213645, 289.14289875176615, 289.11841548724, 289.0847265852984, 289.042968285764, 288.95037284498704, 288.78211437107046, 288.6949967895654, 288.11347295591645, 288.01649439848217, 287.9350488217517, 287.84595173852506, 287.7561224057304, 287.69567075502744, 286.35603815147033, 285.0052546585434, 283.7756638605712, 282.4931381248404, 281.0352891046149, 279.5038634082382, 278.13101539185493, 277.0100387880388, 276.09336745985684, 275.32445897750097, 274.6918197503153, 274.18960324212776, 273.79748438742615, 273.5021602965037, 273.2902702542992, 273.1493495595015, 273.0715627061703, 273.0459472566252, 273.0646683873331, 273.1144707911578, 273.2006344852176, 273.31286352034084, 273.4475689686962, 273.6010352421767, 273.7691055835282, 273.9509109905391, 274.1412763129181, 274.3389195471197, 274.54206854540257, 274.749774047426, 274.96216923782265, 275.1743640305361, 275.38746889530535, 275.6006273303765, 275.812916591462, 276.0259477699, 276.235575660874, 276.4429516014678, 276.64782118506497, 277.04959508389555, 277.43631770198294, 277.80912677011725]",True
F567-2,60.13697380899711,12.027394761799423,5,9.59,52.2,6.936106908576142,11.212856926312234,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[38.11285692631223, 44.834293473000336, 51.80069398536835, 55.58208349985121, 58.30969141432656]","[17.857421102069367, 17.184559221639187, 18.65445239285444, 18.53025005431067, 18.041955140165605]",True
NGC7331,352.40694018950876,9.789081671930798,36,36.31,257.0,22.14761663354064,77.96410702050139,0.501422507532653,0.7,1.25,262.5736747245849,False,"[278.1907293188142, 159.0358929794986, 204.05174856456745, 226.42445427484384, 239.5251778126008, 247.53538344743248, 251.6267561630103, 253.41358564995213, 253.25028021845452, 250.46877226513135, 247.65571379186648, 245.4064940277255, 243.49913805299866, 242.15019792813746, 241.20711197277924, 240.64801234532464, 240.51109925249574, 240.73332393064882, 241.2923390211472, 242.11548917553395, 243.0895934504329, 244.17640771528588, 245.38517334402243, 246.6248161898941, 248.11201980310958, 249.68640817916597, 251.35612633488336, 253.0736626519228, 254.8575305392651, 256.49500944949546, 258.3450785814897, 260.20006543202265, 262.0871908324743, 263.96613571258627, 265.8589372540834, 267.57306198771556]","[278.90787070286575, 161.41646580297115, 206.2390329508561, 228.63863207655365, 241.8867893460446, 250.10052243962986, 254.43056380758688, 256.47187551048654, 256.8005056686058, 254.3883517299976, 251.72940954546613, 249.3856065032055, 247.10303897755236, 245.09242180115982, 243.21325135080178, 241.44401482463203, 239.87980454268057, 238.62666613567188, 237.4223296014987, 236.32506179381718, 235.2632522838994, 234.16995475713887, 233.13204315618427, 232.26894769209414, 231.4105815559432, 230.64212752626327, 229.93975528227662, 229.3088527761388, 228.73267201341724, 228.26224464434802, 227.7882602718439, 227.36540191144704, 226.98150617786195, 226.6400533674471, 226.31775517822737, 226.04422222602258]",True
NGC5907,148.88097553886757,7.835840817835136,19,50.33,235.0,19.03709788554746,53.29467337863963,1.0,0.7,1.3682222222222196,100.0,False,"[206.44837180979619, 166.70532662136037, 197.35859207377334, 207.49728173431996, 209.63782827581977, 210.58863601407066, 211.57854260037118, 212.59770133418834, 213.67440768591766, 214.75712857330902, 215.74684489817835, 216.57271659913994, 217.2064042156336, 217.6462632465201, 217.91741159140284, 218.04978269569855, 218.06719135714698, 217.99006176974538, 217.82374913965853]","[209.37139949891895, 166.617906282275, 198.0382312872319, 205.87434309179795, 202.92089913624716, 196.71732597026653, 189.09945322664825, 180.7156506780164, 172.37201953412244, 164.45867462612523, 157.1483990460377, 150.4560655288422, 144.26713734805304, 138.55951239737445, 133.31972894428128, 128.46968250902276, 124.01024099937356, 119.86796115571528, 116.01311081996535]",True
NGC3726,186.22764680148276,15.51897056679023,12,32.52,169.0,15.551716237323454,29.727730740063265,0.5771549255315601,0.7,1.273597255608947,279.4907428735869,False,"[131.72773074006327, 111.33601913961445, 130.31544377758058, 139.38801237145964, 143.79437813254424, 147.22938164752145, 149.93750007284152, 152.1603972881675, 155.4507871022005, 156.0827027681144, 156.02796204438144, 155.84607371830322]","[133.62748569964714, 101.89340429722978, 120.41567548862501, 124.67733845138456, 121.57580583862419, 117.35255427208953, 112.46192916511951, 106.21232944081515, 90.14942243502985, 80.08026482631479, 75.97904736556129, 72.48850096495147]",True
