name,chi2,chi2_reduced,n_points,max_radius_kpc,max_velocity,rms_residual,max_residual,ML_disk,ML_bulge,gas_factor,h_scale,has_bulge,v_model,v_newton,success
UGC08699,459.55921610976566,11.208761368530869,41,25.7,202.0,18.035814261450223,52.38095579902,0.3,0.3,1.25,588.8832355531786,True,"[172.8993031334608, 174.59324149389113, 197.89259492265643, 200.5639817887588, 198.93914305044933, 196.24433365475107, 193.8030592984865, 191.81198395426583, 190.24195260211658, 189.16962689424412, 188.1637129085495, 187.1945879742306, 186.119986540094, 185.16717442648056, 183.583788941188, 183.96048328024284, 184.3866757049473, 184.83858736730613, 185.3102200253122, 185.77660457390297, 186.2604001970337, 186.8113903095914, 187.3316392571612, 187.88742169107041, 188.42242416504135, 189.00897166056478, 189.53982682185105, 190.06072596223578, 190.61495564369557, 192.03511304142629, 192.58772085015806, 193.04812756076961, 193.52989723420427, 196.38450080240926, 201.26032692237644, 206.23240991765795, 211.64960933514556, 217.13307078643763, 222.5714853207303, 227.91336981102063, 235.38095579902]","[172.9260828441748, 174.6848350006493, 198.03255482666884, 200.79294853687324, 199.28177280209567, 196.738246964566, 194.45498608969163, 192.63444282152793, 191.25877185934752, 190.36768540967992, 189.55434868549324, 188.77021585011414, 187.896373108139, 187.1216686552063, 186.57841442107858, 186.9228266484463, 187.30050103620653, 187.6891965800096, 188.08320363476713, 188.46241369437604, 188.84683321318755, 189.27568753902938, 189.6727399355352, 190.08754698288237, 190.47653943040373, 190.89030628973828, 191.25137285788531, 191.59051567961473, 191.93136325875128, 192.70238544172403, 192.96408055749097, 193.1680686255086, 193.3701242045565, 194.46182733246113, 196.20624900268612, 197.96342934584467, 199.84643321536814, 201.7137401229959, 203.52559846852665, 205.26095197422774, 207.6016766430965]",True
NGC4085,580.2465562621817,82.89236518031167,7,6.2,136.0,28.425685575489588,33.28044208120123,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[75.36555129185517, 77.44988507715702, 89.90145151291902, 95.43621879954391, 99.0942321144533, 101.33285764697497, 102.71955791879877]","[76.60002936551787, 76.90709488422554, 87.42297739353019, 89.42011058021585, 88.28123771953062, 84.63958478981303, 79.70978798725648]",True
UGC07089,118.02275949019946,9.835229957516622,12,9.16,79.1,6.603628226196349,12.252256971201568,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[33.15225697120157, 42.756102045963445, 51.998044949486506, 57.83091092604834, 61.823766439272596, 64.61889323308284, 66.53734355067942, 67.2803606438179, 67.90233272926692, 68.89637326722378, 69.60150174582681, 69.86775785269208]","[21.19785248074381, 24.323791501966426, 29.325863871346165, 31.051632153550067, 31.49553381897676, 31.187097802483812, 30.424190180206192, 29.959561808926868, 29.487849369161776, 28.503162881050375, 27.50369609594301, 26.9994035744546]",True
KK98-251,80.69421155374637,5.3796141035830916,15,3.13,34.6,4.638799027154805,7.079940351417315,0.35430557920136063,0.7,1.3868816284161316,315.4697702604269,False,"[11.329940351417315, 12.548452593626076, 15.60465107854949, 18.164910739932463, 20.055251995712243, 21.741125248919833, 23.145631857805608, 24.208540821115268, 25.182755353180255, 25.93655395806372, 26.682860960993956, 27.45393305297199, 28.683995893194805, 29.47658509785034, 29.80449131592862]","[4.292225666092925, 4.0811815672952, 5.364673304492529, 6.386671003165883, 7.059657599598095, 7.606668816094907, 8.004141755578488, 8.234631755927232, 8.407981120120557, 8.515512027071226, 8.591610206992003, 8.629526098854909, 8.62031559420229, 8.547983033369917, 8.250925680709388]",True
UGC02455,928.0326520557478,116.00408150696848,8,4.03,61.0,21.541038183613015,27.367640915815027,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[38.41951080760231, 47.016304612383415, 55.567640915815026, 59.75617183180678, 62.938396675922384, 65.15012777415392, 66.60389105627848, 67.58369484337274]","[37.29004574023562, 41.91667963013052, 47.817251783669704, 47.60273681069029, 46.43406579064172, 44.667893917931394, 42.52038675834594, 40.312849406737264]",True
UGCA281,28.684447896013783,4.097778270859112,7,1.08,29.5,4.048593963765254,9.908520780313957,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[16.908520780313957, 17.79959142919521, 22.30269525886002, 24.89323070311195, 26.33330343431521, 27.304323860776137, 28.128236564914868]","[16.6137097923885, 11.404591707299028, 13.892695290755814, 14.30960801902587, 13.974877324942733, 13.475793431602824, 12.941442767181469]",True
CamB,308.64538698247515,34.293931886941685,9,1.79,20.1,11.712204213885904,13.6088729664988,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[11.629341394886264, 17.476048545228878, 20.3988729664988, 22.40857061030887, 24.061364506459363, 25.174730729143263, 26.013369529705113, 27.01677161295433, 27.665402998184515]","[5.80726402634427, 8.116565622395376, 9.3667246581318, 9.952464650766037, 10.297421148886146, 10.351302421236852, 10.270679360816429, 10.054034045713646, 9.515445071170383]",True
NGC3949,181.79068863784613,25.97009837683516,7,7.07,169.0,21.781966255153016,37.098746757691174,0.7930485563315176,0.7,1.296657675102876,196.67210804661778,False,"[160.09874675769117, 130.580705669105, 151.4418605274869, 150.89839508600232, 146.11810445388608, 141.65947508934622, 138.4524420412286]","[161.2913742934942, 132.71928668297502, 153.92041377877752, 153.21285323414168, 147.1201031975489, 139.84021495013948, 131.95078264254326]",True
NGC7814,482.5529019251819,26.808494551398994,18,19.53,265.0,34.21166644576916,54.41771797357154,0.3,0.35860161629203724,1.25,538.9161394409938,True,"[216.41014916950024, 221.69712456619527, 229.3536745717848, 232.2640235789343, 234.46099790143873, 236.48100664871288, 238.69951614938554, 241.12053827054189, 243.73070468757587, 246.4620801013675, 249.10233620033878, 251.74963557351387, 254.69178227860567, 257.37809514282225, 260.09634673007366, 263.0376090842855, 265.72234327329005, 268.41771797357154]","[216.51413831339565, 222.28253926990558, 230.54098710135685, 234.15810044464308, 237.02925781895877, 239.62161583379984, 242.2823842497637, 244.993742192739, 247.74762850232713, 250.4731900839417, 252.9743730880416, 255.36461089252688, 257.8972934980956, 260.1077337104075, 262.2544435061876, 264.4831907264065, 266.4384178894053, 268.329235506434]",True
UGC02916,5599.03618199493,130.21014376732396,43,38.0,218.0,68.63012176077926,150.41407619545902,0.3,0.3,1.25,460.18104767390855,True,"[161.40378322594262, 175.10593108191537, 214.09016739717183, 236.07314313455396, 249.62400550624957, 258.0949103583167, 262.17468494698574, 263.59910697830094, 264.13209888739925, 264.4413982904137, 264.8905572655914, 265.0615994894856, 265.0823254178555, 265.1198858144401, 265.2285003637152, 265.40439805546964, 265.7026486544278, 266.1311936650403, 266.2146310500742, 266.68849360357666, 267.3401880513852, 268.0117648601169, 268.7698200032477, 269.5460341851366, 270.3474182547875, 271.16407987965374, 271.9954798090664, 272.610321739605, 272.8389985440381, 273.6884041322084, 274.6326930002447, 275.3479534653779, 276.2949495932391, 279.8499865278971, 280.5568304483362, 286.96645274214, 293.8225803440704, 300.2741708157486, 306.79947963990054, 313.1742879803625, 319.4319325383751, 325.57746442677245, 331.414076195459]","[161.489529379109, 175.3489135873713, 214.38906682033473, 236.460832905624, 250.1171109018834, 258.7175278764513, 262.9633874198524, 264.56339753212694, 265.2043904419283, 265.5982602204037, 266.2496214544014, 266.6302426420155, 266.8650194815942, 267.11719198413, 267.4382583308957, 267.8226504107698, 268.3230128216741, 268.9404605051175, 269.0545825980516, 269.68326484689663, 270.51613365439823, 271.3502723156816, 272.2699400772913, 273.1934297632972, 274.13201018147225, 275.0756814809491, 276.02375845371586, 276.7171787079848, 276.97355252729614, 277.91881502751954, 278.95713227267083, 279.7349758738673, 280.7535105793296, 284.46436776871656, 285.18094801570993, 291.35225635423546, 297.30484490211086, 302.32438635412325, 306.87935151932203, 310.8813794431412, 314.43373141970244, 317.6061949203605, 320.3556500212261]",True
UGC01281,472.37675355651305,18.895070142260522,25,4.99,56.9,8.693691998744956,12.63920579381227,0.6080858409697545,0.7,1.2629854723190599,265.82516632217187,False,"[13.450377251452515, 14.996726814984713, 19.742246051729662, 23.63920579381227, 26.67360538522778, 29.28458904842769, 31.682377435256512, 33.63384236283456, 35.32689607418272, 36.88961394265139, 38.13184681237284, 39.17838751481152, 40.134537886695306, 40.91924549481932, 41.6152920047533, 42.28690126519222, 42.85483972797778, 43.35215863758264, 43.591096227126314, 44.40470882898543, 45.247808390411116, 45.899112641502555, 46.486079611482246, 46.99342117728259, 47.40866557364244]","[12.103106025606898, 8.165107815216464, 11.066327292315, 13.323328638331425, 15.00043697297928, 16.368666781341357, 17.526327764083415, 18.37853522198658, 19.021413340888504, 19.514523019223486, 19.796599398768556, 19.925389108662753, 19.95452135921475, 19.919549588282777, 19.841731200996946, 19.73548802425795, 19.615418190185913, 19.462655424426874, 19.36985869579764, 18.987339029336887, 18.50034602335516, 18.040896847600578, 17.563072293233663, 17.1392601814956, 16.757172817945143]",True
NGC2903,4391.748776865381,129.1690816725112,34,24.96,216.0,43.04679947838873,87.27865533336856,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[131.27865533336856, 126.74701918096835, 146.3607370485233, 157.8420667840196, 165.15092617297879, 170.89303870497113, 176.76159487410035, 182.4438826921478, 185.49902540128164, 185.24733223531476, 182.7078400545687, 179.0846460947527, 167.9882532193421, 158.06654872832144, 150.72090636797662, 146.37871971306913, 144.21558905792406, 143.37864218236314, 143.2668492622, 143.53875685965178, 143.96960649596446, 144.44393216174993, 144.89981310477177, 145.3106726369504, 145.66609367041008, 145.96410536390698, 146.20728614344438, 146.399988561227, 146.5473197710148, 146.65476085069133, 146.72703937727758, 146.7685745545093, 146.78327564028655, 146.77381751225377]","[131.39252250499322, 127.16250322429806, 146.9418933685922, 158.61994450683156, 166.1467902907515, 172.10967364266554, 178.18176708803836, 184.05458826901045, 187.32412204200585, 187.32120067984886, 185.0411712653615, 181.6503287597874, 170.74572636447826, 159.6607334726038, 149.32598498624924, 140.4382979507231, 132.78561085275373, 126.08082002163347, 120.11640838721604, 114.80456573358609, 110.02604263101503, 105.70471924503012, 101.77460563150497, 98.18685239968443, 94.89900654106317, 91.8743237657603, 89.08164139120245, 86.49403501110041, 84.08851578090747, 81.84576566849044, 79.74859086030611, 77.78226725659212, 75.93397231194322, 74.19168461056857]",True
NGC4088,186.74012958479284,15.561677465399404,12,21.48,182.0,14.79789136993156,27.814301533379947,0.3802146476719911,0.7,1.366080272331422,319.89204956307844,False,"[112.71430153337995, 128.00124919519155, 155.25849548724537, 162.02021680372928, 160.64168622830258, 159.5255585473206, 159.5157380581438, 159.8935129059433, 160.49692302721348, 161.2117607996188, 161.87128712713124, 162.433016486937]","[114.48283866309359, 129.6564035423019, 157.1794719193353, 162.22875867786988, 155.99066194728704, 147.35938161732588, 138.63294216640176, 129.7854349029831, 121.81163028935227, 114.95217892876578, 108.55788272091837, 101.9925864496953]",True
UGC05414,47.36668975237166,7.894448292061944,6,4.11,61.4,5.619412172838701,11.335789307303358,0.47572160952000575,0.7,1.366602360807463,305.2070587386421,False,"[31.835789307303358, 39.15902625537547, 46.369064260802766, 50.745480167865225, 53.73438606746525, 55.965323367081346]","[22.68603964074391, 23.17437053550249, 26.351288468864613, 26.977214295766817, 26.814568236018598, 26.330421133828047]",True
UGC06787,1479.002294030541,20.831018225782266,71,37.19,276.0,29.716112018445223,72.22512552808467,0.3,0.3,1.25,364.83479373157024,True,"[206.22512552808467, 218.45317785548147, 254.63868124822795, 269.85460154800876, 276.22751847474376, 278.83562502736464, 279.77301350005087, 280.057055482433, 280.08375463810955, 279.79350036798513, 279.17489231467397, 278.24331162699184, 277.19301275860624, 275.8200378230756, 273.1243989093823, 271.6462975216234, 270.1747900567528, 268.85891200600463, 260.5754776843252, 256.2282563899189, 255.71397333800084, 254.7469160687187, 254.36964196708314, 254.001783129357, 253.67730945595557, 253.39292247803988, 253.16464930522363, 252.5194541170933, 252.2968973380093, 252.2243013724712, 252.17539510151423, 252.13214933074613, 252.09555095793058, 252.06523177902264, 252.0390258417717, 252.0427349370505, 252.12355806441303, 252.17357710992795, 252.2241035232257, 252.28753759858455, 252.2931895608618, 252.35697712179123, 252.42907659743037, 252.49633020744653, 252.932757165485, 253.46695753074846, 253.5609607633171, 253.74856785957465, 254.84086850037744, 256.26451681376926, 257.8491077064522, 259.57038364199843, 261.41607025987804, 263.32060797675115, 265.5272290388415, 267.55326507220747, 269.63591605381464, 271.725837729226, 273.8410857907028, 275.99784393684337, 278.40292508872494, 280.56010840892435, 282.71836843254755, 284.8967262648162, 287.052172382354, 289.22523260898896, 292.5556221912331, 295.88412715080335, 299.187702339864, 302.21638718294815, 308.6708201164686]","[206.2301784301956, 218.4695283285255, 254.66051053735472, 269.8871594050683, 276.2745130737104, 278.9005946406971, 279.8593344504447, 280.1656610644495, 280.21946001959225, 279.9593504242976, 279.3741214012454, 278.4793480317516, 277.46582290817184, 276.13994095818333, 273.5373637185681, 272.1126565478528, 270.6976388980037, 269.4360750335172, 261.64146803726726, 257.7367270233192, 257.2943361707933, 256.4839831450204, 256.1782312341272, 255.88802692957566, 255.64070810184577, 255.43288336809678, 255.27420139214712, 254.9005611375736, 254.83835247688896, 254.84109411480145, 254.8549703295758, 254.8791881867122, 254.90897971875526, 254.94392331775938, 255.00805169300884, 255.1646912359673, 255.4127855115816, 255.5217256277541, 255.62071066334275, 255.73552692373713, 255.74539054469162, 255.85480871434953, 255.97521967066749, 256.0854018233315, 256.76336211802806, 257.48534868681384, 257.60243921517207, 257.8299632776894, 259.0388793112582, 260.4513639588718, 261.90440096634563, 263.385912830181, 264.8859484332575, 266.3527199726646, 267.9663465071961, 269.37800691475474, 270.7660294943893, 272.1009240419556, 273.4009138709216, 274.6790873518868, 276.0519821757077, 277.23897292691765, 278.3858588305114, 279.5050148435409, 280.5783544417616, 281.628347063264, 283.1767753914087, 284.65525466478886, 286.0617677702486, 287.30303240309587, 289.79589938561054]",True
UGC07690,48.62670081280059,6.946671544685799,7,4.13,60.7,5.271307824320564,10.443778742231608,0.9214049720507081,0.7,1.2781872567508081,197.25529351946648,False,"[49.254912660639256, 49.35622125776839, 54.81719893764137, 57.80172509107413, 59.423234865670096, 60.18117676688698, 60.493766223546665]","[49.61868507128268, 42.669269140758104, 42.47366886703961, 39.81902082464054, 36.697640503946175, 33.68202566616167, 31.05438656824024]",True
NGC2366,378.23166847364075,14.547371864370799,26,6.06,53.7,7.628203422660095,15.962746563334015,0.7452618299511877,0.7,1.2982760090577923,217.59376047977204,False,"[13.795256552930962, 23.343902696550835, 29.721562638848404, 34.362746563334014, 37.65258575403419, 39.910617494732854, 41.46993460719939, 42.75381870473511, 43.70460839841985, 44.47141020066354, 44.998113511554905, 45.407483051202526, 45.68520092808359, 45.89570360322982, 46.0391480217822, 46.14737626401023, 46.213867547237115, 46.257211049311316, 46.27960291316722, 46.28685493003041, 46.283910776526554, 46.272158648045625, 46.25354560776798, 46.23205167712042, 46.41801865630414, 46.37256702980644]","[10.236220565712335, 16.804308229848782, 21.242508863743694, 23.748582752856983, 24.834789331038127, 24.89684134101178, 24.50655534760464, 23.900611907482087, 23.31954114759285, 22.66240018453582, 21.972252038133377, 21.21040196161834, 20.534039241756716, 19.858315440148555, 19.24343540825016, 18.614357030217253, 18.071585608324323, 17.54019007877745, 17.042101646853414, 16.57586135629567, 16.15742966669101, 15.74741340599137, 15.362346833793413, 15.001735620980417, 14.676521032162858, 14.3548077116459]",True
